Message_Body,Label,Sub_Category
"Congratulations! You have received Cashback.

Tk 303.86

TxnID: U6Z5GF3B

Bal: Tk 3294.19

03/10/2025 03:51",Ham,Real_Nagad
"<#> DSO Device Activation Request.

Account: 01425211686

Token: 534753

Expiry: 18:42

UID: bfaa43c00c3d0c153fdc0fe619fd3cdb",Ham,Real_Nagad
"Bill Payment of Tk 43584.01 is successful.

Fee : 18.8

Commision : 35.49

TxnId: AWNYTK1Z

Date: 10/11/2025 17:36",Ham,Real_Nagad
"Robi Base Referral successful.

Mobile NO:01550820680

You will receive Bonus after successful customer activation.",Ham,Real_Nagad
"Never Share Any Code.

PIN Change Request.

Account: 01514881724

OTP/ Code: 309215

Expiry time : 00:29:00",Ham,Real_Nagad
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01730207050,Spam,Phishing
You are referred to open Nagad A/C by Uddokta. Dial *167#  or download App (https://bit.ly/2qysI1P) to set PIN within 24 hrs. Detail 16167. T&C Apply,Ham,Real_Nagad
Nagad account verify na korle block hobe. Ekhoni call korun: 01526643879.,Spam,Phishing
"Zakat sent.

To: Chaldal

Amount: Tk 47594.44

TxnID: SY7P1ZSC

Balance: Tk 27196.63

25/07/2025 05:27",Ham,Real_Nagad
নগদ সিকিউরিটি: আপনার OTP শেয়ার করুন এজেন্টের সাথে: 01582608634।,Spam,Phishing
"B2B Transfer Successful.

Amount: Tk 22905.78

Receiver: 01550440504

TrxID: DMFZTGP8

Bal: Tk 8098.18

12/02/2026 19:46",Ham,Real_Nagad
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 2347.87 টাকা জিতেছেন। পেতে: http://nagad-helpdesk.com,Spam,Phishing
Nagad special reward: 49269.32 tk apnar jonno ready! Claim korte: 01558112389.,Spam,Lottery
আপনার নগদ ওয়ালেটে 22462.31 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01406324082।,Spam,Phishing
"Disbursement Received.

Reference: Stipend May

Amount: Tk 27505.75

TxnID: KCD0RLEX

Balance: Tk 8183.6",Ham,Real_Nagad
"Disbursement Received.

Reference: Bonus

Amount: Tk 30866.14

TxnID: M9LBB4M0

Balance: Tk 2346.61",Ham,Real_Nagad
You are selected for Nagad Eid prize of 30682.56 BDT. Call 01475992444 within 1 hour.,Spam,Lottery
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 2736.42 টাকা জিতেছেন। পেতে: http://nagad-bkashbd.com,Spam,Phishing
"Cash In successful. 

Tk 30872.12

Uddokta: 01834240733

TxnID: W0VS52SQ

Bal: 66195.41

22/01/2025 07:33",Ham,Real_Nagad
"Bill Payment to Titas Gas is successful.

Amount: Tk 6849.19

Smart ID: 50264407

Fee: 0.01

TxnId: JUL7W8CO

15/03/2025 15:52",Ham,Real_Nagad
"Payment - Bangla QR Successfully Received 

Amount: Tk 14208.14 

Txn ID: G1R1CQKI 

Date & Time: 13/04/2025 22:55 

Merchant Name: Shajgoj 

Merchant Account Number: 

01892441763 

Terminal ID: T82318 

Issuer Name: Pubali Bank",Ham,Real_Nagad
You are selected for Nagad Eid prize of 45052.66 BDT. Call 01557241132 within 1 hour.,Spam,Lottery
"Salary Received.

Ref: Salary April 2026

Amount: Tk 11485.64

TxnID: 64CIYHE7

Balance: Tk. 45769.24

31/08/2025 07:50",Ham,Real_Nagad
"Never Share Any Code.

Device registration request.

Username:01420056438

OTP/Code: 338818

Expiry time:18:42

UID: 01bbbcfac1af9939df84915c4adbcf0f",Ham,Real_Nagad
অভিনন্দন! আপনি নগদ লাকি ড্র-তে 14768.23 টাকা জিতেছেন। পেতে: http://nagad-verify-now.com,Spam,Phishing
"Congrats! You've received Cash-Back 356.57 BDT for saving Nagad Account for auto payment.

Bal: Tk 10760.74

TXN ID: MJGKCQY2

13/04/2026 10:55

For Details Call 16167",Ham,Real_Nagad
You sent 21128.0 BDT to 01452995571 via Nagad. Call 01452995571 if this was a mistake.,Spam,Fake_Transaction
Your Nagad account will be BLOCKED. Verify at: http://nagad-bkashbd.com,Spam,Phishing
"Government Allowance

Stipend May

Amount: BDT 3244.68

TxnID: 3EVWCHM4

Balance: BDT 59086.69

25/07/2025 10:07",Ham,Real_Nagad
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01947520651,Spam,Phishing
"B2B Transfer Successful.

Amount: Tk 44485.53

Receiver: 01772513617

TrxID: 88O98BV7

Bal: Tk 77409.03

24/04/2025 20:36",Ham,Real_Nagad
"EMI Payment-Utility of Tk 16054.23 with fee Tk 15.88 from 01687474758.

TxnId: PSC9J5UG.

Date: 05/03/2025 22:48.",Ham,Real_Nagad
Apni 15635.39 tk disbursement er jonno select hoyechen. Verify: http://helpdesk-nagad.net,Spam,Phishing
Nagad Security: Unusual activity detected. Share OTP with agent 01773336409 now.,Spam,Phishing
"Tk 3394.7 received from Ac. 01631299248 via NPSB.

From: Islami Bank

Balance: Tk 65592.05 

Date & Time: 27/03/2026 11:44

Source Account Number (Masked) : 01346471669 

Source Institution Name : Shohoz  

Nagad TrxnId : YIVFQSX5 

Amount : 36780.29 

Transaction Date & Time-DFS : 16/02/2026 19:36 

New Balance: 46426.52",Ham,Real_Nagad
"Add Money Successful.

From: VISA-Eastern Bank PLC 

Amount: Tk 47451.74

Mobile: 01708084119

TxnID: 6IMG7ZD3

29/08/2025 06:46",Ham,Real_Nagad
"Refund Request Successful.

Freeze Amount: Tk 28609.9

TrxID: 4FMPKXVH

14/01/2025 06:10",Ham,Real_Nagad
"Bill Payment to DOT Internet is successful.

Amount: Tk28208.78

Fee:23.71

TxnId: BL7AMKOH

20/01/2026 12:46",Ham,Real_Nagad
"Payment - Bangla QR Reversed 

Amount : Tk 35319.78 

Txn ID: S96KW0PN 

Reversal Trxn ID: 524KSKWE 

Date & Time: 12/02/2025 22:27 

Original Trxn Date & time: 20/06/2025 00:08 

Merchant Name: Foodpanda Bangladesh 

Merchant Account Number: 

01808326291 

Terminal ID: T25169 

Acquirer Name: BRAC Bank",Ham,Real_Nagad
"Money Received.

Amount: Tk 49086.02

Sender: 01433450572

Reference: Family Support

TxnID: WT258E74

Balance: Tk 63911.13

03/05/2026 19:44",Ham,Real_Nagad
আপনার নগদ থেকে 46161.82 টাকা 01536669445 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01536669445।,Spam,Fake_Transaction
"As Nagad A/C wasn't registered within time frame, Send Money is reversed to 01405811776.

Amount: Tk 15010.41

TxnID: OM2ZKF5B",Ham,Real_Nagad
আপনার নগদ থেকে 30409.95 টাকা 01538117124 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01538117124।,Spam,Fake_Transaction
"Dear Mr./Ms. Fatema Khatun, <br/><br/><br/>

Thank you for <b>Nagad Merchant Account</b> registration against City Bank. Your account associated Mobile Number is 01696586951. We are excited to have you get started. Firstly, follow these steps to confirm your Nagad Account:

<ul>

<li>Dial *167# from your registered Number</li>

<li>Set your 4-digit PIN</li>

<li>Confirm by typing the PIN again (do not reveal your secret PIN to anyone)</li>

</ul>

<br/>

Merchant Portal Credentials <br/>

Login URL: https://channel.mynagad.com:20010<br/>

Login ID: user1992<br/>

Password: 01885523782<br/><br/><br/>



That’s it! Your ‘Nagad’ Account is ready to roll.<br/><br/><br/>



NAGAD TEAM",Ham,Real_Nagad
Sorry! your provided data doesn't match. PIN reset Failed. Please try again with correct information or call 16167 for help.,Ham,Real_Nagad
"Bill Payment to BTCL Broadband is successful.

Amount: Tk 36005.07

Fee:18.96

TxnId: 9HEYCE4Q

Roll Number:279517

Name:Sumaiya

Date: 23/04/2025 09:38",Ham,Real_Nagad
Nagad account verify na korle block hobe. Ekhoni call korun: 01764362766.,Spam,Phishing
"Bill Payment of Tk 9474.02 from 01956210994 is successful.

TxnId: WDBOLWIM

03/09/2025 01:32",Ham,Real_Nagad
"Bill Payment to GP Internet is successful [test purpose from Aumi]

Amount: BDT 32816.11

User ID: 41228768

Fee:3.43

TxnId: BY4UBZCZ

13/05/2025 08:01",Ham,Real_Nagad
"Dear user, you have a PENDING refund of 28053.4 BDT from Nagad. Call 01376831450 to receive.",Spam,Fake_Refund
"Cash Out Successful.

Amount: Tk 22658.19

Receiver: 01835624833

TrxID: SX54RJSX

Fee: Tk 8.25

Bal: Tk 32943.45

23/04/2025 21:09",Ham,Real_Nagad
আপনার নগদ থেকে 35628.23 টাকা 01951897428 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01951897428।,Spam,Fake_Transaction
"Welcome to Nagad.

Please dial *167# and set your 4-digit PIN.

Do not share your PIN with others.

For more information, please call 16167.",Ham,Real_Nagad
"EMI paid successfully.

DPS A/C: DPS382956

EMI: Tk 1634.32

Depositor: 01400427856

TxnId: J3D6M1FM

DPS Balance: Tk 33644.27

01/09/2025 17:44",Ham,Real_Nagad
"Dear Fatema Khatun,

Your account 01099059120 is suspended.",Ham,Real_Nagad
আপনার নগদ থেকে 25411.13 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01581253613।,Spam,Fake_Refund
আপনার নগদ থেকে 24774.89 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01760103633।,Spam,Fake_Refund
"B2B Received. 

Amount: Tk 2149.17

Sender: 01426997476

TrxID: Z2NAR3SH

Bal: Tk 26734.93

04/12/2025 23:47",Ham,Real_Nagad
"Payment - Bangla QR Reversed

Merchant Name: Shohoz

Amount: Tk 48915.1 

Txn ID: CK5B8U8H 

Date & Time: 29/04/2026 00:16",Ham,Real_Nagad
"Dear user, you have a PENDING refund of 31329.16 BDT from Nagad. Call 01422697292 to receive.",Spam,Fake_Refund
You have received a coke for payment at swapno!,Ham,Real_Nagad
"Lifting request approved.

Tk 34871.7.

TxnID: N7XBVZR6

31/05/2025 05:02





ইউনিকোড চেক",Ham,Real_Nagad
জরুরি: নগদ থেকে 7740.51 টাকা অজানা নম্বরে ট্রান্সফার হচ্ছে। বাতিল করুন: 01883918233।,Spam,Phishing
Cash Out of 2851.32 BDT from your Nagad account. TrxID X9WX1VAD. Not you? Call 01907127195.,Spam,Fake_Transaction
Nagad special reward: 49269.32 tk apnar jonno ready! Claim korte: 01558112389.,Spam,Lottery
"B2B Transfer Successful.

Amount: Tk 2435.8

Receiver: 01382854597

TrxID: XLVB9HXK

Bal: Tk 9446.56

01/05/2025 12:35",Ham,Real_Nagad
"You've received BDT 333.82 for Customer Referral to 01783570747.

TxnID: 4BOZL01Q

18/02/2026 08:21

For details dial 16167",Ham,Real_Nagad
Nagad lucky winner apni! 8391.87 tk nite WhatsApp korun: 01439841824.,Spam,Phishing
Congratulations! You won 36549.92 BDT in Nagad Lucky Draw! Call 01746677700 to claim.,Spam,Lottery
URGENT: Nagad KYC update korun ba permanently block hobe. Agent: 01761307419,Spam,Phishing
"B2B Transfer Successful.

Amount: Tk 49592.27

Receiver: 01340286966

TrxID: DFLD9CBA

Bal: Tk 73819.58

09/02/2026 05:57",Ham,Real_Nagad
Apni 17912.03 tk disbursement er jonno select hoyechen. Verify: http://secure-bd-nagad.net,Spam,Phishing
"Dear Fatema Khatun,

Your account 01324047729 is activated from Restricted.",Ham,Real_Nagad
Cash Out of 11402.46 BDT from your Nagad account. TrxID PM9DBEZA. Not you? Call 01485273662.,Spam,Fake_Transaction
Nagad: 29411.98 tk refund pending apnar account e. Receive korte OTP deen: 01943010885.,Spam,Fake_Refund
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01941621630।,Spam,Phishing
"Payment - Bangla QR Successful 

Amount: Tk 3737.6 

Txn ID: 6ON5ZZ67 

Date & Time: 25/05/2025 00:51",Ham,Real_Nagad
Nagad offer: Send 57.74 BDT to 01902945295 and get 21749.15 BDT instantly!,Spam,Phishing
"Your PIN setup has been successful and Virtual Card number is 1573634177709975. Do not share your PIN with others. For more information, please call 16167.",Ham,Real_Nagad
Your authorization for Foodpanda Bangladesh has been expired at 04/05/2026 05:05.,Ham,Real_Nagad
"Robi Base Referral successful.

Mobile NO:01396667504

You will receive Bonus after successful customer activation.",Ham,Real_Nagad
Nagad offer: Send 50.21 BDT to 01349759230 and get 45369.83 BDT instantly!,Spam,Phishing
"Congratulations! You have received Reward for DPS Referral to 01527014340.

Tk 268.91.

TxnID: 6SAPBS22

Bal: Tk 39462.36",Ham,Real_Nagad
"As Nagad A/C wasn't registered within time frame, Send Money is reversed to 01576445972. 

Amount: Tk 28695.17

TrxID: T6OM1FB8",Ham,Real_Nagad
You are selected for Nagad Eid prize of 27937.64 BDT. Call 01812677292 within 1 hour.,Spam,Lottery
"Transaction Adjustment

Amount Realized: Tk 20300.56

Txn ID: S6ZLE6KW

Ref Txn ID: HEF0VOTQ

Balance: Tk 43093.91

07/12/2025 06:48

Remarks: Government Allowance

For details, please contact 16167.",Ham,Real_Nagad
"Dear user, you have a PENDING refund of 9343.92 BDT from Nagad. Call 01324617541 to receive.",Spam,Fake_Refund
Nagad: 26203.79 tk refund pending apnar account e. Receive korte OTP deen: 01894343436.,Spam,Fake_Refund
Nagad lucky winner apni! 11160.47 tk nite WhatsApp korun: 01611759566.,Spam,Phishing
আপনার নগদ থেকে 27590.47 টাকা 01698365455 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01698365455।,Spam,Fake_Transaction
Apnar Nagad theke 34580.52 tk suspicious transaction. Cancel korte OTP: 01790369568,Spam,Phishing
Nagad lucky winner apni! 8391.87 tk nite WhatsApp korun: 01439841824.,Spam,Phishing
Nagad diche 35178.18 tk Eid gift! Pote verify korun: http://nagad-secure-bd.net.,Spam,Phishing
ALERT: Your Nagad account is suspended. Call 01353954480 immediately to restore.,Spam,Phishing
আপনার নগদ ওয়ালেটে 1558.97 টাকা পেন্ডিং। গ্রহণ করতে কল করুন: 01795203320।,Spam,Phishing
You have received a coke for payment at swapno!,Ham,Real_Nagad
"DPO verification.

Tk 33935.05

OTP: 397949

Expire date: 18:47",Ham,Real_Nagad
নগদ অফার: 13387.1 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01720442847।,Spam,Phishing
Nagad lucky winner apni! 31135.67 tk nite WhatsApp korun: 01410879217.,Spam,Phishing
"Donation Received.

From: 01517945032.

Amount: Tk 37300.62

TxnID: UZ7X4IKY

Balance: Tk 65243.32

21/10/2025 21:08",Ham,Real_Nagad
Nagad Security: Unusual activity detected. Share OTP with agent 01517777119 now.,Spam,Phishing
অভিনন্দন! নগদ লটারিতে আপনি 43546.37 টাকা জিতেছেন। এখনই কল করুন: 01937314728।,Spam,Lottery
"Deposit t of Tk 23546.38 to your VISA Debit Card from 01399745908 is successful.

TxnId: X56V3DGS

14/05/2026 13:10",Ham,Real_Nagad
Nagad special reward: 20923.64 tk apnar jonno ready! Claim korte: 01797765262.,Spam,Lottery
Nagad: 26203.79 tk refund pending apnar account e. Receive korte OTP deen: 01894343436.,Spam,Fake_Refund
"Bill Payment to BTCL Broadband is successful [test purpose from Redwan]

Amount: BDT 11332.38

User ID: 64664494

Fee:8.72

TxnId: 4GC4RYG9

09/09/2025 21:06",Ham,Real_Nagad
"Disbursement amount freezed - Salary

Tk. 48423.56

Bal Tk. 64330.56

Trx ID : 0ICFMQ0Y

07/02/2025 22:44",Ham,Real_Nagad
Nagad lucky winner apni! 35174.79 tk nite WhatsApp korun: 01638913454.,Spam,Phishing
জরুরি: নগদ থেকে 7740.51 টাকা অজানা নম্বরে ট্রান্সফার হচ্ছে। বাতিল করুন: 01883918233।,Spam,Phishing
Your Nagad account will be BLOCKED. Verify at: http://nagad-support-nagad.com,Spam,Phishing
জরুরি: নগদ থেকে 9944.49 টাকা অজানা নম্বরে ট্রান্সফার হচ্ছে। বাতিল করুন: 01552001720।,Spam,Phishing
Apnar Nagad e 49273.41 taka cashback pending. Claim: http://rocket-bd.com/nagad,Spam,Phishing
Welcome to the Nagad family.You will get a confirmation sms within 72 hours.,Ham,Real_Nagad
"Sorry, your Nagad Account profile was not upgraded. Please contact your nearest Uddokta Point or call 16167",Ham,Real_Nagad
You sent 104.78 BDT to 01340087216 via Nagad. Call 01340087216 if this was a mistake.,Spam,Fake_Transaction
Nagad detected login from unknown device. Secure your account: 01595787382.,Spam,Phishing
Nagad lucky winner apni! 11160.47 tk nite WhatsApp korun: 01611759566.,Spam,Phishing
Nagad detected login from unknown device. Secure your account: 01668251378.,Spam,Phishing
"You've received BDT 335.43 as Nagad Welcome Bonus referred from 01587398432.

TxnID: TE4261BW

05/03/2026 14:01",Ham,Real_Nagad
নগদ অফার: 670.92 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01727929732।,Spam,Phishing
Nagad: Payment of 41206.29 BDT to 01459262386 successful. Not you? Call 01459262386.,Spam,Fake_Transaction
"Congrats! You've received Cash-Back 418.71 BDT for 2542.61 BDT

Bal: Tk 11189.96

26/03/2026 09:50

For Details Call 16167",Ham,Real_Nagad
"Your PIN setup has been successful and Virtual Card number is 2027624760272676. Do not share your PIN with others. For more information, please call 16167.",Ham,Real_Nagad
Nagad refund of 2891.17 BDT is waiting for you. Confirm PIN with agent: 01914154345.,Spam,Fake_Refund
Nagad: Payment of 26561.98 BDT to 01442596073 successful. Not you? Call 01442596073.,Spam,Fake_Transaction
Nagad refund of 34477.89 BDT is waiting for you. Confirm PIN with agent: 01441325326.,Spam,Fake_Refund
"Bill Payment of Tk 36981.2 from 01375591861 is successful.

TxnId: WZ73WHCF

27/03/2026 03:33",Ham,Real_Nagad
নগদ অফার: 11145.34 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01722070789।,Spam,Phishing
"Fund Transfer

Amount: Tk 41795.18

Txn ID: B70LDOZY

Balance: Tk 64432.13

15/07/2025 22:30

Government Allowance

For details, please contact 16167",Ham,Real_Nagad
"Dear Customer, your Digital KYC application has been failed!

Please re-submit KYC to use all Nagad services.

For more information, please call 16167.",Ham,Real_Nagad
"Congratulations! Now you are entitled to use all advanced services of Nagad. For more information, please call 16167",Ham,Real_Nagad
Nagad: 29411.98 tk refund pending apnar account e. Receive korte OTP deen: 01943010885.,Spam,Fake_Refund
Nagad offer: Send 17.02 BDT to 01837423700 and get 45754.88 BDT instantly!,Spam,Phishing
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01700971051।,Spam,Phishing
"Mobile Recharge Request Received.

Amount: Tk 11198.09

TrxID: SBO551LD

Bal: Tk 36648.34

08/07/2025 06:18",Ham,Real_Nagad
"DPS Redemption Successful

DPS A/C: DPS861538

Transferred Amt: Tk 7546.23

Closing Fee: Tk 152.52

TxnId: X889U9W0

03/10/2025 23:07",Ham,Real_Nagad
Nagad helpline: Apnar balance frozen. Unfreeze korte OTP: 01893635116.,Spam,Phishing
"DMO creation successful.

Tk 20644.11

Receiver: 01473988827

Passcode: 2771

TxnID: NBQH7M35

Agent: 01401389263

Fee: Tk 49.08

02/10/2025 10:01",Ham,Real_Nagad
Congratulations! You won 45556.61 BDT in Nagad Lucky Draw! Call 01746464823 to claim.,Spam,Lottery
আপনার নগদ থেকে 11563.24 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01426104172।,Spam,Fake_Refund
"Congrats! You've received Cash-Back 243.78 BDT for saving Nagad Account for future payment.

Bal: Tk 11511.88

TXN ID: 3NAPLGW1

26/11/2025 09:20

For Details Call 16167",Ham,Real_Nagad
"Money Received.

Amount: Tk 36495.36

Sender: 01884772962

Reference: Business

TxnID: M0SWXKQT

Balance: Tk 36739.26

19/02/2026 01:44",Ham,Real_Nagad
"EMI paid successfully.

DPS A/C: DPS404387

EMI: Tk 3205.04

Depositor: 01611814078

TxnId: 61BGMY4I

DPS Balance: Tk 35684.38

25/12/2025 03:06",Ham,Real_Nagad
Apni 36114.22 tk disbursement er jonno select hoyechen. Verify: http://nagadbangla-nagad.net,Spam,Phishing
আপনার নগদ থেকে 30409.95 টাকা 01538117124 নম্বরে পাঠানো হয়েছে। ভুল হলে কল করুন: 01538117124।,Spam,Fake_Transaction
Nagad diche 11379.75 tk Eid gift! Pote verify korun: http://nagad-helpdesk.net.,Spam,Phishing
"DMO verification.

Tk 34338.23

Passcode: 3485

Mob: 01489025456

OTP: 913373

Expire date: 18:55",Ham,Real_Nagad
Nagad helpdesk: 19312.86 BDT refund pending. Send OTP to agent 01677816958 to release.,Spam,Phishing
সাবধান! কেউ আপনার নগদ অ্যাকাউন্টে ঢোকার চেষ্টা করছে। কল করুন: 01922570845।,Spam,Phishing
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01351959085।,Spam,Phishing
Nagad diche 32196.59 tk Eid gift! Pote verify korun: http://nagad-secure-bd.net.,Spam,Phishing
URGENT Nagad notice: KYC expired. Update now at http://support-nagad-nagad.net,Spam,Phishing
"Payment to Shohoz is successful.

Tk: 34373.68

TxnID: WK5JRNJ6

Balance: Tk 63934.95

08/02/2026 00:55",Ham,Real_Nagad
"Payment - Bangla QR Successfully Received 

Amount: Tk 32112.33 

Txn ID: FJNJD5SL 

Date & Time: 26/07/2025 00:04 

Merchant Name: Pathao 

Merchant Account Number: 

01918229985 

Terminal ID: T79457 

Issuer Name: Dutch-Bangla Bank",Ham,Real_Nagad
"DMO creation successful.

Tk 20449.23

Receiver: 01665163715

Passcode: 7653

TxnID: TAKPUXQP

Agent: 01457976266

Fee: Tk 5.58

03/05/2026 07:43",Ham,Real_Nagad
"Recharge to GP Internet is successful.

Amount: Tk 19077.84

Fee :29.33

Meter No:59781518

TxnId: E6BGGRMQ

15/02/2025 10:45",Ham,Real_Nagad
ALERT: Your Nagad account is suspended. Call 01923576332 immediately to restore.,Spam,Phishing
Nagad: Payment of 24884.87 BDT to 01662159714 successful. Not you? Call 01662159714.,Spam,Fake_Transaction
"Bill Payment to DESCO Electricity is successful.

Amount: Tk 15265.41

Fee:12.2

Com: 5.11

TxnId: WH8N92TP

12/04/2026 17:28",Ham,Real_Nagad
"Cash In Received.

Amt: Tk 43602.55

Uddokta: 01308760338

TrxID: 76M2YVP6

Bal: 27314.79

13/08/2025 09:02",Ham,Real_Nagad
Nagad Security: Unusual activity detected. Share OTP with agent 01943817003 now.,Spam,Phishing
নগদ অফার: 16488.39 টাকা ক্যাশব্যাক পেতে আপনার পিন শেয়ার করুন: 01568042438।,Spam,Phishing
Nagad Security: Unusual activity detected. Share OTP with agent 01783508669 now.,Spam,Phishing
"KYC Commission Received for Customer Registration.

Amount: Tk 46405.99

TrxID: D2KD1POX

Bal: Tk 38024.22

01/10/2025 07:08",Ham,Real_Nagad
"Bill Payment to DESCO Electricity is successful.

Amount: Tk 12751.69

Passport No: 90819114

Fee:17.35

Commision : 33.47

TxnId: FEDZNZ9C

11/04/2026 06:56",Ham,Real_Nagad
"সেন্ড মানি সফল হয়েছে।

এমাউন্ট : টাকা 9522.57

রিসিভার: 01733592061

রেফারেন্স: Business

ট্রানসাকশান আইডি: KFIWKESV

ফি: টাকা 24.96

ব্যালেন্স: টাকা 58238.42

06/02/2026 15:50",Ham,Real_Nagad
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01756210890।,Spam,Phishing
"B2B Received. 

Amount: Tk 48621.99

Sender: 01782769095

TrxID: DV9RRUHC

Bal: Tk 46311.6

28/03/2026 11:28",Ham,Real_Nagad
"Add Money Successful.

From: AMEX-Eastern Bank PLC 

Amount: Tk 41689.3

Mobile: 01440356817

TxnID: HFDI3JST

Balance: Tk 54235.91

02/05/2026 18:57",Ham,Real_Nagad
"Never Share Any Code.

Device registration request.

Username:01927089058

OTP/Code: 740939

Expiry time:18:42

UID: b81f2ae50757a3caeed51edfa0fedd1c",Ham,Real_Nagad
Nagad Lottery Winner! Your prize: 4366.2 BDT. Claim at http://nagad-lottery.rocket-bd.com,Spam,Lottery
আপনার নগদ থেকে 31596.19 টাকা রিফান্ড পেন্ডিং। গ্রহণ করতে কল করুন: 01749843308।,Spam,Fake_Refund
"DMO redeem successful.

Tk 13259.71

Passcode: 3024

Mob: 01637236364

Agent: 01785920893

TxnID: OF8KRD5E

Fee: Tk 23.23

10/12/2025 23:44",Ham,Real_Nagad
"DPS Redemption Successful

DPS A/C: DPS881931

Transferred Amt: Tk 48952.65

Closing Fee: Tk 84.04

TxnId: TFNM88UA

21/02/2026 11:01",Ham,Real_Nagad
"দেশী নগদে বেশী লাভ!

তাই, নগদে আসুন ঝড়ের বেগে... বিস্তারিত আসছে!",Ham,Real_Nagad
Nagad special reward: 36165.83 tk apnar jonno ready! Claim korte: 01438264265.,Spam,Lottery
"Bill Payment of Tk 451.04 from 01624721527 is successful.

TxnId: 59I3HZ3Z

15/09/2025 19:11",Ham,Real_Nagad
Nagad Security: Unusual activity detected. Share OTP with agent 01481618141 now.,Spam,Phishing
Cash Out of 11402.46 BDT from your Nagad account. TrxID PM9DBEZA. Not you? Call 01485273662.,Spam,Fake_Transaction
"DPS Cash Out Fee received.

Received Amt: Tk

14557.56

DPS A/C: DPS352064

TxnId: X6LGOI7O

21/03/2025 04:38",Ham,Real_Nagad
Cash Out of 48771.07 BDT from your Nagad account. TrxID GJQ0AQK7. Not you? Call 01768007373.,Spam,Fake_Transaction
"Tk 20700.31 received from Card Ac. 01806799235 via NPSB.

From: Islami Bank

Txn ID: 60CJBMUV 

Balance: Tk 17897.97 

Date & Time: 04/04/2025 02:29



Source Account Number (Masked) : 01528732783 

Source Institution Name : BRAC Bank 

RRN (Retrieval Reference Number): 681627378315 

Nagad TrxnId : C59P0QVH 

Amount : 35901.5 

Fee :5.03 

VAT : 1.5 

Total Fee (Fee+VAT) : 16.26 

Final Amount (Amount+ Total Fee) : 

9801.84 

Transaction Date & Time-DFS : 05/06/2025 05:20 

Transaction Date & Time-NPSB : 

14/02/2026 07:24 

New Balance: 73706.76",Ham,Real_Nagad
"PIN setup has been successful.

Virtual Card Number: 8434311013562516.

For more information, please call 16167.",Ham,Real_Nagad
"Payment - Bangla QR Reversed

Merchant Name: Daraz Bangladesh

Amount: Tk 42115.24 

Txn ID: 03CNFU2H 

Date & Time: 02/03/2025 13:31",Ham,Real_Nagad
সতর্কতা! আপনার নগদ অ্যাকাউন্ট বন্ধ হওয়ার আগে যাচাই করুন। এখনই কল করুন: 01684349123।,Spam,Phishing
Nagad Lottery Winner! Your prize: 13922.01 BDT. Claim at http://nagad-lottery.support-nagad.com,Spam,Lottery
নগদ হেল্পলাইন: আপনার অ্যাকাউন্ট ব্লক হওয়া থেকে বাঁচাতে: http://bkashbd-nagad.net,Spam,Phishing
Nagad helpdesk: 19312.86 BDT refund pending. Send OTP to agent 01677816958 to release.,Spam,Phishing
You are selected for Nagad Eid prize of 33210.91 BDT. Call 01780365176 within 1 hour.,Spam,Lottery
ALERT: Your Nagad account is suspended. Call 01962659626 immediately to restore.,Spam,Phishing
"System Transaction of Tk 29463.16 is reversed. Balance Tk 46541.83. TrxID V3CB0IXR at 14/12/2025 15:20

Mobile: 01927971873",Ham,Real_Nagad
Notification Template Body for S 01,Ham,Real_Nagad
"Welcome to NAGAD family.

Now you are entitled to use all NAGAD services.

For more information, please call 16167.",Ham,Real_Nagad
Apni 18058.13 tk disbursement er jonno select hoyechen. Verify: http://mfs-reward-nagad.net,Spam,Phishing
Nagad helpdesk: 19312.86 BDT refund pending. Send OTP to agent 01677816958 to release.,Spam,Phishing
"Bill Payment of Tk 25884.78 from 01711507156 is successful.

TxnId: JP0QI2CL

12/08/2025 16:41",Ham,Real_Nagad
